	Log2FoldChange	Up/Down	Position	Significant
14323	-1.08606852640387	down	chr2:71227015-71279679:+	yes
14326	-0.7061735860562736	down	chr4:88783026-88826985:+	yes
14334	0.7562568507990314	up	chr10:75398318-75400470:+	yes
14353	-0.7779089411159241	down	chr15:90763707-90880382:-	yes
14369	-0.6051108176974944	down	chr14:57145598-57190683:-	yes
14370	0.6386317645562769	up	chr10:34001996-34004691:+	yes
14373	0.893341287552225	up	chr9:4309743-4331721:+	yes
14374	2.38243895712251	up	chr1:141982432-142079988:-	yes
14382	-1.1805281271420145	down	chr7:13862632-13896782:+	yes
14386	0.601631207737364	up	chr8:15011025-15033330:+	yes
14389	1.0800509637885092	up	chr4:83918446-84321179:-	yes
14402	2.0943477827410835	up	chr3:116265891-116286052:+	yes
14403	-0.6440913406538915	down	chr5:135663134-135721999:+	yes
14405	1.6325913730165549	up	chr13:24419289-24569154:+	yes
14408	0.6919573530725337	up	chr16:92601712-92826311:-	yes
14423	0.8774193932891106	up	chr7:97497209-97558948:+	yes
14443	0.7315040820178471	up	chr7:26414871-26443780:-	yes
14475	-0.8013369541782669	down	chr11:17838759-17853878:-	yes
14494	2.080348384493779	up	chr14:66538232-66572581:-	yes
14505	-1.0516787354232142	down	chr19:9357869-9358654:+	yes
14535	-0.8560248767972473	down	chr17:66472860-66501507:+	yes
14539	0.8283833202353231	up	chr2:144419790-144421102:+	yes
14540	-1.5237894511672838	down	chr13:33119285-33133753:+	yes
14541	3.390609785837837	up	chr1:174201840-174228195:-	yes
14544	1.5008442395717774	up	chr14:31692443-31694794:+	yes
14546	-1.5805908117826493	down	chr4:126234179-126271147:+	yes
14615	0.7881397335656429	up	chr7:19979786-19989453:-	yes
14621	0.5854197557041905	up	chr14:70554212-70559309:-	yes
14630	0.8249009252100965	up	chr14:27852187-27920472:+	yes
14638	-1.0984909883983458	down	chr4:98590501-98602234:+	yes
14654	0.8149865194781815	up	chr7:4474535-4484055:-	yes
14655	0.8778693006276597	up	chr11:103032421-103060215:+	yes
14698	-1.1297451974960775	down	chr16:17113492-17125199:-	yes
14729	-1.0065085555065092	down	chr17:80526811-80584441:+	yes
14741	-0.7236660616187249	down	chr17:3326573-3519397:+	yes
14745	1.9620649701828388	up	chr15:97575201-97598403:-	yes
14781	1.6286728044580765	up	chr3:108087009-108164429:+	yes
14835	0.7072494828392515	up	chr6:72318043-72330462:-	yes
14877	3.3617782466789663	up	chr4:148178538-148328998:+	yes
14882	-0.8652457306389835	down	chr5:8798147-8866314:+	yes
14902	-1.2755605152313498	down	chr13:24843714-24853792:-	yes
14911	0.6348824583299112	up	chr17:32458370-32487540:-	yes
14915	2.04138168175756	up	chr7:105642732-105650341:+	yes
14918	1.3027987228706166	up	chr9:57911595-58001803:+	yes
14947	-0.7798739459336319	down	chr4:11486096-11542952:+	yes
14976	0.9111291100932289	up	chr17:8718237-9179513:+	yes
14977	1.5043877834209287	up	chr4:48676386-48686374:+	yes
14994	0.904704031089736	up	chr16:33829751-33949239:+	yes
14997	-0.7227456406850159	down	chr16:33954868-33967124:-	yes
15003	1.0447679141582953	up	chr9:55937769-55976695:+	yes
15033	2.1460856967569444	up	chr8:125710135-125725710:+	yes
15040	1.7364431509206937	up	chr4:144482730-144518112:+	yes
15061	-0.7005943754005978	down	chr4:63219815-63247391:+	yes
15069	3.100238163029448	up	chr3:96329108-96333139:+	yes
15071	4.564531909341175	up	chr9:30706740-30730037:-	yes
15072	0.7286946083438162	up	chr2:173049959-173102034:-	yes
15085	0.651635782636807	up	chr6:133055257-133057765:+	yes
15086	-1.3146356868574958	down	chr9:107853294-107874599:+	yes
15104	-0.9956309860087578	down	chrX:68809093-68813851:+	yes
15114	inf	up	chr5:7960472-7982213:+	yes
15133	3.8783115782761097	up	chr8:125152639-125223009:-	yes
15137	2.0063923140784703	up	chr15:82200958-82210690:-	yes
15158	-2.6158892375127203	down	chr5:147656647-147659302:+	yes
15203	-0.5877967779279749	down	chr2:24805312-24817595:+	yes
15205	-1.367034821877135	down	chr2:24276071-24331119:-	yes
15208	1.2969626827969143	up	chr2:60436349-60560700:-	yes
15231	0.7026595572940014	up	chrX:100379515-100381979:-	yes
15234	4.760468373718256	up	chr3:122709124-122737908:-	yes
15235	-2.733124961525824	down	chr10:38870777-38883600:-	yes
15254	-1.083167888176053	down	chr17:24359494-24388292:-	yes
15272	0.7946944242319648	up	chr18:61204804-61244715:+	yes
15273	1.4136707237041717	up	chr18:61265226-61291803:+	yes
15281	0.8604658332239474	up	chr8:86734577-86760954:-	yes
15293	0.5945989393125636	up	chr9:50152345-50153072:-	yes
15301	0.8257221308701842	up	chr16:45093515-45128037:+	yes
15335	-0.7549205983826419	down	chr2:31169935-31316258:+	yes
15342	-1.4088647854303036	down	chr13:101529629-101545854:-	yes
15369	-1.3599210662600232	down	chr7:13910004-13946021:+	yes
15395	3.6493791192862686	up	chr6:24547771-24555414:+	yes
15396	-1.6015977072901575	down	chr1:20793055-20810359:-	yes
15424	4.8010135543051415	up	chrX:136335367-136345925:+	yes
15429	1.5352306233634896	up	chr13:49703440-49719869:+	yes
15436	0.9826524961550984	up	chr8:46808679-46904651:-	yes
15437	-1.1439180119750716	down	chr9:58500663-58589366:-	yes
15446	2.7023474729059394	up	chr6:90963062-91066823:-	yes
15456	-0.7866709722029666	down	chr5:129525944-129530198:+	yes
15467	0.6572170636081729	up	chr13:100877952-100884526:+	yes
15482	1.0413093568955027	up	chr1:188447065-188529871:-	yes
15508	-0.7950845230900102	down	chr8:4226827-4237470:+	yes
15524	4.955066605498977	up	chr11:106179906-106214602:-	yes
15525	1.4886748355340125	up	chrX:69712641-69715728:+	yes
15529	0.8059899093113678	up	chr14:73762038-73785078:-	yes
15530	0.8493926581034819	up	chr7:106530059-106609493:+	yes
15534	-1.0818152164072985	down	chr5:100870937-100929658:-	yes
15539	3.7849425634276623	up	chr7:3425423-3435658:+	yes
15540	-1.078783649211293	down	chr7:3303640-3330714:+	yes
15599	1.986045293532937	up	chr10:127931213-127935741:-	yes
15616	1.3075465311938512	up	chr18:37649119-37654159:+	yes
15621	0.7629600835838185	up	chr4:138528803-138615086:+	yes
15625	-1.1855590054752962	down	chr5:151325205-151372321:+	yes
15650	-1.068115672735468	down	chr9:63800883-63869866:-	yes
15651	1.770150568601437	up	chr1:44608356-44853678:+	yes
15664	2.1791424554928347	up	chr19:41674747-41818155:-	yes
15671	-4.4183101218225165	down	chr13:12883089-12892345:-	yes
15673	-0.910467290484012	down	chr3:10366907-10391005:+	yes
15689	-1.179242288199678	down	chr1:138364535-138428088:+	yes
15698	-0.7103939973785823	down	chr7:39047839-39056367:-	yes
15710	0.5873361255471223	up	chr13:41405285-41582689:-	yes
15713	-1.2119744962924	down	chr9:21903725-21914074:+	yes
15732	-1.0875192686204571	down	chr5:30969150-30977200:+	yes
15750	-1.096527250797432	down	chr10:82950195-82996885:-	yes
15753	-0.634099853606617	down	chr10:82113178-82153395:-	yes
15754	-0.7669262735343483	down	chr10:82296696-82360469:+	yes
15755	-0.9385009586606444	down	chr8:115093943-115406617:+	yes
15757	0.6613734376380926	up	chr8:96910338-96919277:+	yes
15771	0.5893226586440105	up	chr17:64630354-64681256:-	yes
15785	0.8292904211348473	up	chr1:55227003-55283626:-	yes
15794	1.2288153695826487	up	chr11:94887572-94902668:-	yes
15798	-2.1243692903787648	down	chr2:180190950-180209572:+	yes
15808	-1.598697292049135	down	chrX:161418524-161435204:+	yes
15827	0.6222698169846361	up	chr18:35830757-35862798:-	yes
15835	0.8462497577520249	up	chr10:25994274-26094991:-	yes
15839	0.6911428426215998	up	chr13:61035516-61037986:-	yes
15846	2.172922911674088	up	chr4:106114934-106136934:-	yes
15858	1.9669634551025679	up	chr1:39428344-39535592:-	yes
15872	0.6905038454895776	up	chr13:37870269-38043871:+	yes
15874	4.513744858284019	up	chr11:66925963-66933582:-	yes
15885	1.0268347478355446	up	chr8:118206842-118231694:-	yes
15891	-0.6901541932138671	down	chr4:151552243-151645964:+	yes
15897	1.3629704222074197	up	chr18:37678007-37681073:+	yes
15912	3.509115596647152	up	chr11:58807758-58949904:-	yes
15913	0.6625200047132731	up	chr5:53658345-53674749:+	yes
15915	-1.300193525048212	down	chr2:164595398-164604322:+	yes
15921	0.6257594120831775	up	chr4:134117605-134260205:-	yes
15938	0.6377515991801066	up	chr8:87500811-87502617:-	yes
15953	-1.1568734337288216	down	chrX:136097855-136207684:+	yes
15976	2.0607653909815995	up	chr4:13670583-13820796:+	yes
15992	-0.657476760811135	down	chr8:121958024-121970156:+	yes
16008	-3.2469095885328896	down	chr11:46268437-46294757:+	yes
16023	4.847504534285023	up	chrX:136314088-136316892:-	yes
16024	0.6153226245250619	up	chr12:85626182-85656782:+	yes
16034	-0.9077908038868532	down	chr17:25079101-25097581:-	yes
16036	1.4269755752482745	up	chr16:19876663-19883990:-	yes
16087	1.336452488652914	up	chr8:4493026-4525757:+	yes
16091	1.7426447673673953	up	chr10:96942245-96980777:+	yes
16098	-0.5908530063486573	down	chr10:72117593-72137712:+	yes
16113	-0.9670380242276232	down	chr7:150964270-150970405:-	yes
16126	1.6541453708532488	up	chr16:35832960-35871630:-	yes
16153	-1.0572164470616527	down	chr14:56295455-56300654:-	yes
16154	inf	up	chr8:77396618-77417405:+	yes
16162	-1.9784152365863548	down	chr18:34911463-34918339:+	yes
16175	-1.6404843439991181	down	chr12:114394632-114413736:+	yes
16189	1.9754482356214933	up	chr9:64949293-64985747:+	yes
16192	-1.4089288698339564	down	chr8:125792200-125842476:-	yes
16195	-2.0171726535898715	down	chr18:77520697-77681080:+	yes
16199	-0.7158898526596632	down	chr4:32702426-32740240:+	yes
16214	3.3260269713792185	up	chr6:122455863-122479308:+	yes
16216	-1.5832208657085531	down	chr6:118101766-118147762:-	yes
16246	5.597390504668344	up	chr14:14117294-14447973:+	yes
16279	1.0400640856486605	up	chr6:3322257-3349571:-	yes
16297	-2.1929733501004343	down	chr3:106839080-106841047:+	yes
16310	-4.757880483883938	down	chr13:13088393-13097659:-	yes
16384	-1.170453447470575	down	chr8:73772460-73796833:-	yes
16429	-1.3341433448457036	down	chr6:126873068-126889605:-	yes
16465	-1.1274022673735933	down	chr4:114672723-114715801:+	yes
16481	-1.4224562087775234	down	chr17:56442744-56462909:+	yes
16488	0.6982837863338363	up	chr17:37182911-37212012:+	yes
16542	0.7988645686360198	up	chr8:37630805-38015490:-	yes
16545	-0.7864616059889594	down	chr8:55162886-55271808:+	yes
16546	-0.8779042808961748	down	chr8:36528319-36558587:-	yes
16552	-1.0862267266214238	down	chr14:21203860-21208132:-	yes
16561	2.4711089496494187	up	chr19:17400631-17431157:-	yes
16577	-0.5946544399735711	down	chr4:106323674-106327887:+	yes
16629	-1.1689722420673303	down	chr19:10273622-10278659:-	yes
16634	0.7750376199029979	up	chr10:83833650-83903342:-	yes
16638	-0.6024635958164503	down	chr5:149858278-149865089:-	yes
16641	-1.0025518299368776	down	chr16:57302312-57606979:-	yes
16654	2.7922866848564034	up	chr15:101827142-101834773:-	yes
16662	0.6284335882287465	up	chr11:50624588-50641226:-	yes
16670	-0.8309590497577714	down	chr2:83652793-83723643:+	yes
16681	1.8679597035099804	up	chr2:91465477-91476571:-	yes
16683	0.6513048782506459	up	chr2:91551009-91561702:+	yes
16684	-0.6911054850136501	down	chr2:121332459-121370596:+	yes
16703	5.223766096352288	up	chr11:67090626-67122136:+	yes
16704	-0.7072156167563038	down	chr11:69112989-69137375:-	yes
16705	-1.2585066527194158	down	chr15:98905006-98913783:+	yes
16716	4.644309473056153	up	chrX:100892753-101017304:-	yes
16765	-0.6496079048547194	down	chr12:113960385-113984802:+	yes
16767	-0.8262055746038766	down	chr10:78989175-78996532:-	yes
16772	0.8532614943774379	up	chr5:65498807-65559427:+	yes
16775	1.1479085984139323	up	chr4:127002479-127008088:-	yes
16786	0.6226750874194886	up	chr3:121129459-121161123:+	yes
16788	1.2258096157370169	up	chr16:45382248-45409166:-	yes
16790	1.3324922979989724	up	chr11:20723579-20731059:-	yes
16812	-0.680705218786016	down	chr9:88415894-88417721:-	yes
16839	0.6719100162506634	up	chr2:49921982-50049084:+	yes
16873	0.6492906475246363	up	chr2:91933274-92204823:+	yes
16885	0.8728561562548006	up	chr10:59765496-60159238:-	yes
16900	-0.5909680799650568	down	chr8:98200880-98239019:+	yes
16936	-0.8100334437546353	down	chr4:11506812-11511983:+	yes
16951	-1.072704273608358	down	chr9:65434967-65443774:+	yes
17002	-1.5184574502500665	down	chr2:152737088-152748804:+	yes
17016	-1.4424259847937644	down	chr2:34749277-34769546:-	yes
17045	0.760914436394902	up	chr2:181572559-181592166:+	yes
17128	-2.8582308709499973	down	chr4:135699412-135701670:+	yes
17133	3.7049573930719037	up	chr11:98245125-98246267:+	yes
17163	-0.6009009244182693	down	chr10:51953425-52041184:+	yes
17174	1.3882967231841945	up	chr18:64500018-64558140:+	yes
17195	-4.925735269325466	down	chr6:40464823-40469507:-	yes
17203	0.6131856278333849	up	chr13:49436918-49482394:+	yes
17241	5.0757717579708235	up	chr1:174140025-174150026:-	yes
17272	0.8770720870619549	up	chr11:74989444-74992337:-	yes
17301	0.6743796249002716	up	chr3:144347972-144383287:-	yes
17341	-0.9257543372499559	down	chr19:4195198-4201603:-	yes
17363	-1.2030057846578284	down	chr1:60773644-60830203:+	yes
17366	2.8558348409780736	up	chr11:114712466-114733931:+	yes
17371	-1.0589562765883358	down	chr7:107434030-107468209:+	yes
17376	0.8224589892914351	up	chr3:137752819-137806352:-	yes
17380	1.2851130519096288	up	chr9:62525633-62631789:+	yes
17383	1.1495546743406098	up	chr9:62705911-62723725:+	yes
17400	1.972705900574784	up	chrX:140236774-140261957:-	yes
17461	-1.057790104327428	down	chr8:113794844-113824122:-	yes
17497	1.8620316485396995	up	chr4:143274919-143276955:+	yes
17499	-0.8284361218001589	down	chr9:95538020-95598515:+	yes
17505	6.404608972550193	up	chr7:51757088-51780039:-	yes
17507	-1.4549244756985569	down	chr7:151187833-151610399:+	yes
17517	1.7286293360422038	up	chr6:116600702-116602865:+	yes
17526	0.8922911996440678	up	chr1:53812350-53842068:-	yes
17534	1.3322639032013883	up	chr12:120681883-120705407:+	yes
17557	4.3442234200750365	up	chr5:37838067-38108392:-	yes
17564	0.8202676099592241	up	chr11:118289517-118311277:+	yes
17602	-0.9899869563296958	down	chr4:116273657-116300556:-	yes
17613	2.8740185829547493	up	chr7:127329894-127345625:-	yes
17646	-0.980733242163381	down	chr6:120153091-120244577:-	yes
17683	1.0048159561232537	up	chr7:25794872-25857388:-	yes
17725	-0.8912387513917058	down	chr2:25036278-25038850:+	yes
17734	1.154700085927269	up	chr2:125126330-125333729:-	yes
17738	-0.8222031265085735	down	chr2:123915705-124493506:+	yes
17739	-1.1330616336628414	down	chr2:125072926-125084344:+	yes
17744	3.826982279699709	up	chr6:91711503-91777244:-	yes
17783	-0.5955868764033453	down	chr4:101760148-102279864:+	yes
17784	1.1856363368339264	up	chr4:102413902-102646233:+	yes
17811	5.522019698178859	up	chr5:67137074-67448398:+	yes
17828	1.0516407442294944	up	chr4:32325779-32673083:+	yes
17830	4.248366783704898	up	chr17:27792454-27848051:+	yes
17846	-1.6576591447770124	down	chr2:4910760-4933837:-	yes
17860	1.5496262159724197	up	chr12:81208747-81214000:-	yes
17879	-1.2515045606389663	down	chr16:59556678-59600712:-	yes
17893	-0.6310227893705237	down	chr6:142298862-142335607:-	yes
17896	4.337839032128431	up	chr6:142536382-142650794:-	yes
17914	-0.7881427702714909	down	chr3:131021903-131047858:-	yes
17917	0.7534303200920036	up	chr8:124473650-124553158:+	yes
17926	1.4737699362340182	up	chr7:25763186-25790976:-	yes
17954	0.6498901145087926	up	chr5:14025276-14256689:+	yes
18003	0.7699761056759978	up	chr12:80130150-80182635:+	yes
18016	-0.6812081992057102	down	chr11:60553560-60590867:-	yes
18059	0.971410805780586	up	chr3:94964379-94977946:+	yes
18078	-0.6832958894237372	down	chr1:182906286-182951035:-	yes
18085	2.8667828079596447	up	chr6:30518369-30542418:+	yes
18106	1.7675893334078123	up	chr9:5298517-5307265:+	yes
18118	-0.7107499829888227	down	chr7:125262405-125273139:-	yes
18157	0.5995026928945205	up	chr11:21472238-21798992:+	yes
18164	0.6441624665998128	up	chr11:116459479-116488333:-	yes
18197	0.6799455548125857	up	chr2:25310661-25316614:-	yes
18201	2.1805617419666494	up	chr11:74196858-74403688:-	yes
18206	-0.5946459424833659	down	chr13:54560198-54570210:-	yes
18219	2.458114048884221	up	chr5:30519971-30532262:-	yes
18230	0.7746424471088548	up	chr3:19544460-19591599:+	yes
18239	-1.1394611594517203	down	chr2:69031952-69044251:-	yes
18251	1.7100554304869595	up	chr3:68494566-68502469:+	yes
18261	-2.0367724787128023	down	chr6:131249162-131303615:-	yes
18285	1.83060281534432	up	chr19:11395529-11410636:-	yes
18295	1.2971719153338113	up	chr4:151446607-151489509:+	yes
18310	-1.12420778622327	down	chr5:92760853-92843654:+	yes
18324	-0.7635272461881595	down	chr11:106612517-106630108:+	yes
18334	-1.2216668418579404	down	chr1:136859142-136870739:+	yes
18344	1.316753170453675	up	chr1:148342759-148749602:+	yes
18348	1.798732027566021	up	chr4:41586411-41588449:+	yes
18378	2.7363062180877415	up	chr7:109245393-109251359:-	yes
18408	1.1763815555988288	up	chr18:60753627-60819796:-	yes
18427	-0.9018000285072876	down	chr10:40007265-40021992:-	yes
18458	1.112911888095384	up	chr1:191941917-191994559:-	yes
18508	-1.5523770021645886	down	chr15:54907654-54922046:-	yes
18511	-0.9323110765606248	down	chr15:79616783-79635196:-	yes
18528	0.7869870348295179	up	chr1:93308060-93310615:-	yes
18550	-0.7858200620854608	down	chr3:105481178-105490492:-	yes
18558	2.8353404846712484	up	chr11:115761280-115767583:+	yes
18565	-0.6409559784723255	down	chr17:75404908-75791852:+	yes
18568	1.758286691261614	up	chr5:31215775-31223651:+	yes
18570	0.6544057885220506	up	chr5:31235519-31247853:-	yes
18584	-0.6419852129439745	down	chr7:30906961-30919684:+	yes
18590	1.5801394231841066	up	chr17:25707861-25711979:+	yes
18595	-0.6174931424797027	down	chr7:148524779-148548919:+	yes
18598	-1.030226604727334	down	chr7:148624012-148629924:-	yes
18616	3.004659457052003	up	chr11:87382405-87404041:+	yes
18617	0.67280286186305	up	chr11:5420662-5425896:+	yes
18626	3.97615452781432	up	chr14:55589525-55613471:-	yes
18634	0.9382338196931715	up	chr16:30599809-30602883:+	yes
18640	-0.6577703797025108	down	chr13:55546695-55562286:+	yes
18668	-0.8173418479556569	down	chr7:28254790-28255554:-	yes
18703	-0.91611106177236	down	chrX:7638297-7651886:-	yes
18706	-0.6250391737134459	down	chr17:35133681-35138609:-	yes
18714	4.43240393449921	up	chr11:67009182-67012736:-	yes
18725	-1.3235888439879668	down	chr7:117265864-117285626:+	yes
18758	-0.8199715758508058	down	chr5:135058560-135074198:+	yes
18764	1.3574477659282278	up	chr15:77414588-77426555:-	yes
18776	1.3734014798834748	up	chr2:130865368-130868824:-	yes
18783	-0.8617345114268333	down	chr2:125388824-125450849:-	yes
18788	-0.6675293428919903	down	chr19:4611785-4615667:-	yes
18800	2.556615912827506	up	chr17:34406276-34424772:-	yes
18804	1.0613833014671428	up	chr1:51345970-51359803:+	yes
18860	-0.8131858856161517	down	chr19:41841078-41876574:-	yes
18863	0.6477323456866416	up	chrX:91780813-91787482:-	yes
18882	-3.7750734330432127	down	chr5:10242041-10248928:-	yes
18890	0.7827849085661148	up	chr6:18794220-18797360:+	yes
18891	-1.779523587927127	down	chr5:110760225-110762222:-	yes
18894	1.2588253319226517	up	chr7:73006620-73195226:+	yes
18895	-0.7576043211557246	down	chr7:73205185-73219468:+	yes
18929	-1.1674773985022824	down	chr17:46633738-46636567:+	yes
18977	0.5940296857665051	up	chr1:173164984-173177253:-	yes
18990	0.7805549183591879	up	chr18:55047699-55152245:-	yes
19050	1.3224039234415907	up	chr17:45723069-45725326:+	yes
19070	0.8347816486743153	up	chr11:110130683-110199030:-	yes
19072	0.7740325672051239	up	chr8:3457105-3467680:-	yes
19074	-0.9599693349272356	down	chr11:75161935-75219207:+	yes
19080	0.6621108154263853	up	chr16:30511941-30550928:-	yes
19081	-0.5898363729048938	down	chr2:109857974-110013517:+	yes
19094	2.031207523849744	up	chr5:121203107-121227670:-	yes
19097	0.6281206051040819	up	chr15:89083466-89116692:+	yes
19120	0.7495108285094403	up	chr19:57107223-57389409:-	yes
19138	3.5237590940911416	up	chr19:36688542-36780131:-	yes
19141	1.8356705725588156	up	chr19:58310094-58530399:-	yes
19146	-1.6748212862624787	down	chr7:152115836-152125774:-	yes
19154	-0.8429850277636881	down	chr1:52713130-52784306:-	yes
19158	-0.8739062045338536	down	chr6:47480273-47545340:-	yes
19163	-1.0446886901929815	down	chr3:68839210-68848677:-	yes
19178	-0.7914781812282263	down	chr8:96996663-97051172:+	yes
19197	1.7877790190166674	up	chr19:4861223-4877909:-	yes
19220	2.281244979506426	up	chr6:48519697-48522669:-	yes
19223	0.7637331090107707	up	chr17:33061633-33084347:-	yes
19226	-1.0183873185602759	down	chr17:71845440-71876197:-	yes
19239	inf	up	chrX:91853558-91854035:-	yes
19260	-1.1983107337718006	down	chrX:97821076-97922553:+	yes
19266	2.2245701717529602	up	chrX:132189237-132228329:-	yes
19268	0.6208392369437311	up	chrX:10062284-10173731:+	yes
19270	0.8376967635777579	up	chr13:8884747-8891697:+	yes
19271	-0.5973899573630428	down	chr10:13219346-13238841:+	yes
19272	-0.6180312135099083	down	chr10:41438652-41529676:-	yes
19288	0.7122314120211309	up	chr11:80290548-80294681:+	yes
19289	0.7170244160936959	up	chr4:43045286-43059092:-	yes
19299	-0.6813314138527877	down	chr1:24619243-24619539:-	yes
19307	0.9425378572399996	up	chr1:45368383-45406551:+	yes
19344	1.6468668841119816	up	chr13:115242470-115249159:-	yes
19347	0.8814180678251329	up	chr9:7344381-7369499:+	yes
19356	0.7348706906068291	up	chr8:73359054-73363619:-	yes
19361	4.992407068356932	up	chr9:30750147-30771423:+	yes
19372	-1.302867126629132	down	chr5:117828112-117839056:-	yes
19375	-1.2899930864269176	down	chr5:89194021-89212306:+	yes
19395	1.1065940223012838	up	chr11:101191919-101203252:+	yes
19400	1.280372647464903	up	chr9:5345430-5373032:+	yes
19410	-1.1274238150068552	down	chr2:113670173-113688818:-	yes
19421	0.9093074837134396	up	chr2:127458962-127482431:-	yes
19432	-0.9578045328248306	down	chr2:127626858-127657601:-	yes
19447	-2.2381208807307456	down	chr3:151756497-151829194:-	yes
19470	1.0767234274758035	up	chr13:95125794-95128773:-	yes
19471	0.6081074552206807	up	chr2:128793138-128844299:+	yes
19476	1.7498585170535843	up	chr11:109531063-109583593:-	yes
19482	-0.7480416360687262	down	chr18:73929694-73975046:-	yes
19498	-1.6361620879550476	down	chr14:79851642-79854623:+	yes
19504	4.714627842845153	up	chr9:79662858-79825611:-	yes
19523	0.6668223901549404	up	chr15:99608901-99705859:-	yes
19528	-1.8899406426349932	down	chr3:92287874-92289817:-	yes
19559	3.7516785606185454	up	chr7:70589637-70903914:+	yes
19562	-1.710237634124383	down	chr2:71381466-71384811:-	yes
19591	-0.6285317373924088	down	chr5:137395016-137412982:+	yes
19595	-0.952497307642854	down	chr2:156821001-156832890:-	yes
19624	3.990824446122824	up	chr10:80660915-80664782:-	yes
19633	1.0933521293831716	up	chr8:103142530-103144395:+	yes
19652	-0.7499985173292734	down	chr4:155484091-155501374:+	yes
19679	-0.6064451451952672	down	chr1:174430178-174437511:+	yes
19694	0.6894454727489724	up	chr9:14346410-14447973:-	yes
19731	-1.2463349628675295	down	chr4:107474866-107549445:+	yes
19752	-0.6520153289452751	down	chr5:101191164-101227619:-	yes
19754	0.8414256244339089	up	chr2:163484122-163551894:+	yes
19775	0.6627064754877862	up	chr9:70446821-70504981:-	yes
19778	0.7424021183627143	up	chr13:105077953-105284843:+	yes
19799	1.4949369104742385	up	chr9:34293711-34844301:+	yes
19819	4.7895658004304815	up	chr1:127810197-128727376:-	yes
19842	0.9704497241214252	up	chr2:13897190-13977762:-	yes
19847	1.0318479072345972	up	chr15:3267760-3533492:-	yes
19911	0.7506528062282355	up	chr12:86814840-86818223:+	yes
19914	1.3548295891042466	up	chr12:87397694-87419991:-	yes
19917	0.7094946412331424	up	chr12:88019650-88036630:+	yes
19920	1.313701261495832	up	chr12:109572587-109600441:+	yes
19924	0.6372034552887392	up	chr13:45602813-45641751:+	yes
19968	-1.0620207888366042	down	chr9:63984951-64020911:-	yes
19976	-1.314579838156846	down	chr4:108551668-108615929:+	yes
19982	-1.10479635677776	down	chr5:138605811-138613650:-	yes
19989	0.8443806438083554	up	chr3:95023057-95032599:-	yes
19993	-1.191037389246609	down	chr10:127452228-127467093:+	yes
20032	0.7515285177731117	up	chr4:43681843-43705540:+	yes
20035	0.9663071284773534	up	chr7:52955213-52960052:+	yes
20036	-0.7495213460054146	down	chr16:90826964-90905354:+	yes
20062	-1.1813413160419295	down	chr9:81524950-81526222:-	yes
20070	0.6353329045029971	up	chr3:89240628-89254874:+	yes
20100	5.237012786517118	up	chr11:82724052-82756905:+	yes
20111	-1.1979571284050483	down	chr11:35651902-35794029:-	yes
20114	1.7734766545975202	up	chr5:44210125-44234510:+	yes
20151	0.6461714572112782	up	chr6:145159654-145165459:+	yes
20152	-1.871429231045432	down	chr4:137894339-137923907:-	yes
20172	-1.7299764147781984	down	chr12:16677421-16807692:-	yes
20187	-0.6720239396515331	down	chr1:162970732-163000789:-	yes
20188	-0.9629312695131756	down	chr1:163000898-163016855:+	yes
20194	7.032600940953503	up	chr11:67051314-67073948:+	yes
20201	-0.6019102866754759	down	chr16:15889320-16146944:-	yes
20206	-1.2123903655142825	down	chr4:118105506-118109957:-	yes
20217	-0.6167110353012413	down	chrX:8777028-8845211:+	yes
20233	1.315654791238863	up	chr15:78270098-78299064:-	yes
20257	-0.9680483679261722	down	chr8:49184446-49238587:+	yes
20258	1.0604215137560518	up	chr8:49313036-49760044:-	yes
20262	-4.421840195691551	down	chr5:110768831-110772168:-	yes
20301	4.855432520852599	up	chr2:26934899-26964501:+	yes
20316	0.5908361923160317	up	chr12:81436834-81537588:-	yes
20331	0.6249639572327867	up	chr11:116392239-116397988:+	yes
20394	-1.1192246750394113	down	chr5:25195630-25211643:-	yes
20409	1.839106142028928	up	chr11:115923409-115939275:-	yes
20414	-1.0871790581434668	down	chr7:31025157-31065438:-	yes
20430	7.152400129876459	up	chr16:10358041-10395583:-	yes
20436	1.0127297518874143	up	chr17:32081714-32171453:-	yes
20458	2.14614942597504	up	chr15:78605568-78633472:-	yes
20467	1.1198706007989268	up	chr7:74376049-74517744:-	yes
20474	1.5498020697433983	up	chr7:95578783-95639976:+	yes
20475	0.7368253015318278	up	chr6:124480363-124586998:-	yes
20480	2.7045046574810674	up	chr3:37538869-37543520:+	yes
20485	1.120662693344564	up	chr2:154372821-154375739:+	yes
20501	2.045991186213332	up	chr3:96086832-96098179:-	yes
20513	1.9647406807749672	up	chr1:195047824-195090248:-	yes
20514	4.886440919939869	up	chr9:79641448-79651042:+	yes
20525	1.1160539086651229	up	chr6:122527810-122552462:-	yes
20526	-1.0314824415025985	down	chr1:168184270-168246954:+	yes
20532	-0.6822534922174383	down	chr14:56159103-56168854:+	yes
20544	0.6409772260793182	up	chr6:149105669-149137234:-	yes
20546	-1.0497781137215958	down	chr9:37083420-37155977:-	yes
20560	-0.7945602017651953	down	chr18:32091161-32118273:+	yes
20577	1.2066161378026996	up	chr12:85487081-85489439:-	yes
20591	2.1618802844365512	up	chr3:32848553-33042169:-	yes
20596	-1.0135688330596444	down	chr16:25959374-26105870:-	yes
20597	1.6061438740701903	up	chr4:82543825-82698243:-	yes
